case_id,expected_rule_id,expected_proof_state,expected_corrective_action,expected_human_review_flag,predicted_rule_id,predicted_proof_state,validated_proof_state,proof_state_confidence,supporting_evidence,missing_evidence,evidence_matrix_json,framework_corrective_action,framework_case_file_summary,human_review_flag,unsupported_claim_flag,legal_validation_passed,evidence_completeness_score,rule_match_flag,model_variant,output_version
CASE_1380,MON_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R01,human_review_required,human_review_required,0.593,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_1380: Montreal-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance, valid evidence quality.",yes,no,yes,0.813,yes,EnvLex-Lite,v1.0
CASE_1381,MON_R05,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R05,human_review_required,human_review_required,0.636,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_1381: Montreal-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance, valid evidence quality.",yes,no,yes,0.877,yes,EnvLex-Lite,v1.0
CASE_1382,MON_R03,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R03,confirmed_violation,confirmed_violation,0.956,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_1382: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.937,yes,EnvLex-Lite,v1.0
CASE_1383,STO_R05,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R05,confirmed_violation,confirmed_violation,0.9,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_1383: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.875,yes,EnvLex-Lite,v1.0
CASE_1384,MIN_R01,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R01,confirmed_violation,confirmed_violation,0.822,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_1384: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.945,yes,EnvLex-Lite,v1.0
CASE_1385,STO_R02,no_violation,Close preliminary review; retain compliance record,no,STO_R02,no_violation,no_violation,0.877,threshold exceedance; valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_1385: Stockholm-inspired case assessed as no violation based on threshold exceedance, valid evidence quality.",no,no,yes,0.869,yes,EnvLex-Lite,v1.0
CASE_1386,STO_R02,no_violation,Close preliminary review; retain compliance record,no,STO_R02,no_violation,no_violation,0.842,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_1386: Stockholm-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.971,yes,EnvLex-Lite,v1.0
CASE_1387,ROT_R02,confirmed_violation,Hold export; obtain prior consent; submit authorization record,no,ROT_R02,confirmed_violation,confirmed_violation,0.942,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Hold export; obtain prior consent; submit authorization record,"CASE_1387: Rotterdam-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.891,yes,EnvLex-Lite,v1.0
CASE_1388,MIN_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,MIN_R03,insufficient_evidence,insufficient_evidence,0.773,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_1388: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance.",no,no,yes,0.722,yes,EnvLex-Lite,v1.0
CASE_1389,MON_R05,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R05,confirmed_violation,confirmed_violation,0.972,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_1389: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.916,yes,EnvLex-Lite,v1.0
CASE_1390,MIN_R04,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MIN_R04,human_review_required,human_review_required,0.74,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,CASE_1390: Minamata-inspired case assessed as human review required based on regulated item and controlled action.,yes,no,yes,0.812,yes,EnvLex-Lite,v1.0
CASE_1391,ROT_R02,confirmed_violation,Hold export; obtain prior consent; submit authorization record,no,ROT_R02,confirmed_violation,confirmed_violation,0.968,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Hold export; obtain prior consent; submit authorization record,"CASE_1391: Rotterdam-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.939,yes,EnvLex-Lite,v1.0
CASE_1392,MON_R03,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R03,human_review_required,human_review_required,0.703,regulated item and controlled action; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_1392: Montreal-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance, domestic/permit mapping available.",yes,no,yes,0.802,yes,EnvLex-Lite,v1.0
CASE_1393,BAS_R04,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R04,confirmed_violation,confirmed_violation,0.935,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend movement; obtain consent; submit movement/disposal trail,"CASE_1393: Basel-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.931,yes,EnvLex-Lite,v1.0
