case_id,rule_family,candidate_rule_id,entity_type,material_type,action_type,is_regulated_item,is_controlled_action,required_document_status,exemption_status,observed_value,legal_limit,unit,exceedance_ratio,evidence_quality,domestic_mapping_available,prior_warning,repeat_event,inspection_text,normalized_text_length_words,missing_critical_field,structured_text_conflict,rule_applicability,obligation_exists,factual_breach_indicator,evidence_complete,case_complexity_score,rule_logic_type,public_record_flag,deidentified
CASE_1211,Basel-inspired,BAS_R05,chemical_exporter,spent_acid,movement,no,no,available,not_applicable,1427.5,1131.3,kg,1.262,verified,not_required,no,no,Officer remark reports valid documentation and no threshold exceedance. Hazardous waste movement trail was checked.,15,no,no,no,no,no,yes,0.54,document-based,deidentified_rule_mapped,yes
CASE_1212,Stockholm-inspired,STO_R04,chemical_exporter,POP_contaminated_material,treatment,yes,yes,unclear,invalid,91.8,443.6,kg,0.207,partial,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. POP exemption and disposal status were examined.,18,yes,no,yes,yes,likely,partial,0.53,exemption-based,deidentified_rule_mapped,yes
CASE_1213,Rotterdam-inspired,ROT_R03,storage_operator,industrial_precursor,shipment,yes,yes,partial,unclear,1180.9,1777.7,kg,0.664,partial,no,no,no,Inspection note conflicts with structured record and requires officer review. Export consent record was reviewed.,15,yes,yes,yes,unclear,unknown,partial,0.8,consent-based,deidentified_rule_mapped,yes
CASE_1214,Basel-inspired,BAS_R05,waste_handler,spent_acid,movement,yes,yes,expired,not_applicable,992.2,855.9,kg,1.159,partial,yes,no,yes,Audit observation indicates probable non-compliance pending final evidence verification. Hazardous waste movement trail was checked.,15,yes,no,yes,yes,likely,partial,0.69,document-based,deidentified_rule_mapped,yes
CASE_1215,Stockholm-inspired,STO_R03,importer,obsolete_pesticide_POP,disposal,yes,yes,unavailable,unclear,114.2,362.3,kg,0.315,missing,unclear,yes,no,Officer remark reports missing record and unverified evidence quality. POP exemption and disposal status were examined.,16,yes,no,yes,unclear,unknown,no,0.52,exemption-based,deidentified_rule_mapped,yes
CASE_1216,Rotterdam-inspired,ROT_R04,importer,restricted_solvent,export,yes,yes,unavailable,not_recorded,1797.7,2148,kg,0.837,unverified,yes,no,no,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,yes,unknown,no,0.82,consent-based,deidentified_rule_mapped,yes
CASE_1217,Basel-inspired,BAS_R03,chemical_exporter,contaminated_sludge,transfer,yes,yes,unclear,not_applicable,2047.4,1616.1,kg,1.267,partial,yes,yes,no,Officer remark reports partial document trail and possible controlled activity. Hazardous waste movement trail was checked.,16,yes,no,yes,yes,likely,partial,0.82,document-based,deidentified_rule_mapped,yes
CASE_1218,Stockholm-inspired,STO_R03,chemical_exporter,obsolete_pesticide_POP,disposal,no,no,valid,not_applicable,93,145.1,kg,0.641,valid,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. POP exemption and disposal status were examined.,20,no,no,no,yes,no,yes,0.64,exemption-based,deidentified_rule_mapped,yes
CASE_1219,Minamata-inspired,MIN_R01,waste_handler,mercury_release,release,no,yes,available,valid,0.0104,0.0413,mg/L,0.252,valid,yes,no,yes,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,no,yes,no,yes,0.59,threshold-based,deidentified_rule_mapped,yes
CASE_1220,Minamata-inspired,MIN_R02,industrial_facility,mercury_waste,waste_handling,yes,yes,refused,not_applicable,0.0629,0.0291,mg/L,2.162,valid,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,yes,yes,0.57,threshold-based,deidentified_rule_mapped,yes
CASE_1221,Montreal-inspired,MON_R04,storage_operator,ODS_blend,sale,yes,no,valid,not_applicable,95.5,146,kg,0.654,verified,not_required,yes,yes,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,no,yes,no,yes,0.52,quota-based,deidentified_rule_mapped,yes
CASE_1222,Montreal-inspired,MON_R01,chemical_exporter,controlled_ODS,import,yes,yes,refused,not_applicable,790.8,719.3,kg,1.099,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.64,quota-based,deidentified_rule_mapped,yes
CASE_1223,Stockholm-inspired,STO_R02,industrial_facility,PCB_stock,storage,yes,yes,conflicting,not_recorded,516.8,449.6,kg,1.149,partial,yes,yes,no,Inspection note conflicts with structured record and requires officer review. POP exemption and disposal status were examined.,17,yes,yes,yes,yes,likely,partial,0.53,exemption-based,deidentified_rule_mapped,yes
CASE_1224,Montreal-inspired,MON_R03,industrial_facility,HCFC_batch,use,yes,yes,not_required,not_applicable,115.9,125.8,kg,0.921,verified,yes,yes,yes,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,yes,yes,no,yes,0.86,quota-based,deidentified_rule_mapped,yes
CASE_1225,Rotterdam-inspired,ROT_R03,industrial_facility,industrial_precursor,shipment,yes,yes,unclear,not_applicable,356,722.5,kg,0.493,partial,yes,yes,no,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,no,no,yes,yes,likely,partial,0.43,consent-based,deidentified_rule_mapped,yes
CASE_1226,Minamata-inspired,MIN_R01,waste_handler,mercury_release,release,yes,yes,refused,not_applicable,0.0856,0.0413,mg/L,2.073,verified,yes,yes,yes,Inspection note states that required authorization was not produced during review. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,yes,yes,0.8,threshold-based,deidentified_rule_mapped,yes
CASE_1227,Minamata-inspired,MIN_R02,waste_handler,mercury_waste,waste_handling,yes,yes,unclear,conflicting,0.0255,0.0291,mg/L,0.876,unverified,no,no,no,Inspection note conflicts with structured record and requires officer review. Mercury value and laboratory evidence were examined.,17,yes,yes,yes,unclear,unknown,partial,0.46,threshold-based,deidentified_rule_mapped,yes
CASE_1228,Montreal-inspired,MON_R05,importer,refrigerant_stock,import,yes,yes,partial,unclear,713.7,653.9,kg,1.091,invalid,unclear,yes,yes,Officer remark reports missing record and unverified evidence quality. ODS license and quota evidence were examined.,16,yes,no,yes,yes,unknown,no,0.68,quota-based,deidentified_rule_mapped,yes
CASE_1229,Minamata-inspired,MIN_R01,chemical_exporter,mercury_release,release,no,yes,available,not_applicable,0.0124,0.0413,mg/L,0.3,verified,not_required,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. Mercury value and laboratory evidence were examined.,20,no,no,no,yes,no,yes,0.48,threshold-based,deidentified_rule_mapped,yes
CASE_1230,Basel-inspired,BAS_R02,storage_operator,waste_solvent,export,yes,yes,expired,not_applicable,1331.6,1235.2,kg,1.078,valid,yes,no,no,Audit observation confirms breach indicators with supporting document gap. Hazardous waste movement trail was checked.,15,no,no,yes,yes,yes,yes,0.87,document-based,deidentified_rule_mapped,yes
CASE_1231,Minamata-inspired,MIN_R02,waste_handler,mercury_waste,waste_handling,yes,yes,invalid,not_applicable,0.055,0.0291,mg/L,1.89,verified,yes,yes,yes,Inspection note states that required authorization was not produced during review. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,yes,yes,0.42,threshold-based,deidentified_rule_mapped,yes
CASE_1232,Montreal-inspired,MON_R01,waste_handler,controlled_ODS,import,yes,no,valid,valid,225.5,719.3,kg,0.313,valid,not_required,yes,no,Inspection note confirms required record was available and no breach indicator was observed. ODS license and quota evidence were examined.,20,no,no,no,no,no,yes,0.44,quota-based,deidentified_rule_mapped,yes
CASE_1233,Minamata-inspired,MIN_R04,storage_operator,mercury_contaminated_effluent,treatment,yes,yes,not_required,not_applicable,0.0379,0.0423,mg/L,0.896,valid,yes,yes,no,Inspection note confirms required record was available and no breach indicator was observed. Mercury value and laboratory evidence were examined.,20,no,no,yes,yes,no,yes,0.56,threshold-based,deidentified_rule_mapped,yes
CASE_1234,Basel-inspired,BAS_R05,chemical_exporter,spent_acid,movement,yes,yes,expired,not_applicable,1618,1621.1,kg,0.998,verified,yes,yes,yes,Inspection note states that required authorization was not produced during review. Hazardous waste movement trail was checked.,17,no,no,yes,yes,yes,yes,0.47,document-based,deidentified_rule_mapped,yes
CASE_1235,Rotterdam-inspired,ROT_R01,waste_handler,listed_pesticide,export,yes,yes,expired,not_applicable,627.4,2058.6,kg,0.305,valid,yes,yes,yes,Inspection note suggests likely breach but one supporting record remains incomplete. Export consent record was reviewed.,16,yes,no,yes,yes,likely,partial,0.43,consent-based,deidentified_rule_mapped,yes
CASE_1236,Rotterdam-inspired,ROT_R05,industrial_facility,listed_formulation,cross_border_sale,yes,yes,expired,not_applicable,333.6,263.4,kg,1.267,verified,yes,yes,no,Audit observation confirms breach indicators with supporting document gap. Export consent record was reviewed.,14,no,no,yes,yes,yes,yes,0.79,consent-based,deidentified_rule_mapped,yes
CASE_1237,Minamata-inspired,MIN_R02,storage_operator,mercury_waste,waste_handling,yes,yes,expired,not_applicable,0.0323,0.0291,mg/L,1.11,valid,yes,no,no,Officer remark reports partial document trail and possible controlled activity. Mercury value and laboratory evidence were examined.,17,yes,no,yes,yes,likely,partial,0.34,threshold-based,deidentified_rule_mapped,yes
CASE_1238,Minamata-inspired,MIN_R01,importer,mercury_release,release,yes,no,not_required,not_applicable,0.0368,0.0413,mg/L,0.891,verified,not_required,yes,no,Inspection note confirms required record was available and no breach indicator was observed. Mercury value and laboratory evidence were examined.,20,no,no,no,no,no,yes,0.53,threshold-based,deidentified_rule_mapped,yes
CASE_1239,Basel-inspired,BAS_R02,chemical_exporter,waste_solvent,export,yes,yes,partial,unclear,982.3,1200,kg,0.819,unverified,yes,no,no,Audit observation lacks enough support for a confirmed legal conclusion. Hazardous waste movement trail was checked.,16,yes,no,yes,yes,unknown,no,0.92,document-based,deidentified_rule_mapped,yes
CASE_1240,Stockholm-inspired,STO_R05,industrial_facility,restricted_flame_retardant,use,yes,no,not_required,not_applicable,236.6,231.2,kg,1.023,valid,yes,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. POP exemption and disposal status were examined.,20,no,no,no,no,no,yes,0.78,exemption-based,deidentified_rule_mapped,yes
CASE_1241,Montreal-inspired,MON_R01,chemical_exporter,controlled_ODS,import,yes,yes,missing,not_applicable,1554.3,719.3,kg,2.161,valid,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. ODS license and quota evidence were examined.,18,yes,no,yes,yes,likely,partial,0.44,quota-based,deidentified_rule_mapped,yes
CASE_1242,Montreal-inspired,MON_R01,importer,controlled_ODS,import,yes,yes,partial,unclear,691.6,719.3,kg,0.961,unverified,no,no,no,Audit observation shows mixed evidence requiring human legal review. ODS license and quota evidence were examined.,16,yes,yes,yes,yes,likely,partial,1.03,quota-based,deidentified_rule_mapped,yes
CASE_1243,Rotterdam-inspired,ROT_R02,waste_handler,hazardous_chemical,cross_border_sale,no,no,available,not_applicable,304.7,441.1,kg,0.691,valid,not_required,yes,no,Officer remark reports valid documentation and no threshold exceedance. Export consent record was reviewed.,14,no,no,no,no,no,yes,0.75,consent-based,deidentified_rule_mapped,yes
CASE_1244,Stockholm-inspired,STO_R02,waste_handler,PCB_stock,storage,yes,yes,refused,invalid,83.5,186.8,kg,0.447,valid,yes,no,no,Inspection note states that required authorization was not produced during review. POP exemption and disposal status were examined.,18,no,no,yes,yes,yes,yes,0.37,exemption-based,deidentified_rule_mapped,yes
CASE_1245,Montreal-inspired,MON_R03,storage_operator,HCFC_batch,use,yes,yes,partial,unclear,109.6,125.8,kg,0.871,invalid,yes,yes,no,Officer remark reports missing record and unverified evidence quality. ODS license and quota evidence were examined.,16,yes,no,yes,yes,unknown,no,0.63,quota-based,deidentified_rule_mapped,yes
CASE_1246,Montreal-inspired,MON_R05,chemical_exporter,refrigerant_stock,import,yes,yes,conflicting,conflicting,672.7,653.9,kg,1.029,valid,yes,no,no,Inspection note conflicts with structured record and requires officer review. ODS license and quota evidence were examined.,17,no,yes,yes,yes,unknown,partial,0.46,quota-based,deidentified_rule_mapped,yes
CASE_1247,Minamata-inspired,MIN_R01,waste_handler,mercury_release,release,yes,yes,conflicting,conflicting,0.0464,0.0413,mg/L,1.123,partial,yes,yes,no,Inspection note conflicts with structured record and requires officer review. Mercury value and laboratory evidence were examined.,17,no,yes,yes,unclear,unknown,partial,0.69,threshold-based,deidentified_rule_mapped,yes
CASE_1248,Montreal-inspired,MON_R04,importer,ODS_blend,sale,yes,yes,valid,not_applicable,114.7,146,kg,0.786,valid,not_required,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. ODS license and quota evidence were examined.,20,no,no,yes,yes,no,yes,0.85,quota-based,deidentified_rule_mapped,yes
CASE_1249,Basel-inspired,BAS_R04,waste_handler,e_waste_residue,disposal_transfer,yes,yes,unclear,conflicting,339.2,625,kg,0.543,unverified,yes,no,yes,Audit observation shows mixed evidence requiring human legal review. Hazardous waste movement trail was checked.,15,yes,yes,yes,yes,likely,partial,1.01,document-based,deidentified_rule_mapped,yes
CASE_1250,Stockholm-inspired,STO_R01,storage_operator,listed_POP,use,yes,yes,unclear,invalid,40.6,84.3,kg,0.482,valid,yes,yes,no,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,no,no,yes,yes,likely,partial,0.72,exemption-based,deidentified_rule_mapped,yes
CASE_1251,Basel-inspired,BAS_R02,importer,waste_solvent,export,yes,no,not_required,valid,466.8,2441.6,kg,0.191,verified,yes,yes,no,Audit observation shows activity did not trigger violation condition. Hazardous waste movement trail was checked.,15,no,no,no,no,no,yes,0.46,document-based,deidentified_rule_mapped,yes
CASE_1252,Minamata-inspired,MIN_R01,importer,mercury_release,release,yes,yes,unavailable,unclear,0.0472,0.0413,mg/L,1.143,missing,yes,yes,yes,Inspection note is incomplete and critical evidence could not be verified. Mercury value and laboratory evidence were examined.,18,yes,no,yes,yes,unknown,no,0.48,threshold-based,deidentified_rule_mapped,yes
CASE_1253,Rotterdam-inspired,ROT_R01,chemical_exporter,listed_pesticide,export,yes,yes,missing,not_applicable,357.4,326.5,kg,1.095,valid,yes,yes,no,Inspection note suggests likely breach but one supporting record remains incomplete. Export consent record was reviewed.,16,no,no,yes,yes,likely,partial,0.52,consent-based,deidentified_rule_mapped,yes
CASE_1254,Basel-inspired,BAS_R05,chemical_exporter,spent_acid,movement,yes,yes,unclear,conflicting,1016.3,4521.3,kg,0.225,valid,no,no,yes,Audit observation shows mixed evidence requiring human legal review. Hazardous waste movement trail was checked.,15,no,yes,yes,unclear,unknown,partial,0.52,document-based,deidentified_rule_mapped,yes
